month,park_code,month_name,park_name,visitor_count,snp500_index,high,low,rain,longitude,latitude,state_abbr,state_name,climate_region,np_region,school_breaks,office_holidays,weekends
12,GUMO,December,Guadalupe Mountains National Park,10960,2803,62,45,8,-104.884347170347,31.9233842093917,TX,Texas,South,,14,2,8.86
12,CAVE,December,Carlsbad Caverns National Park,23418,2803,53,31,1,-104.527765634579,32.1523427539914,NM,New Mexico,Southwest,,14,2,8.86
12,SAGU,December,Saguaro National Park,68256,2803,65,39,3,-110.608314061594,32.1788360853936,AZ,Arizona,Southwest,,14,2,8.86
12,WHSA,December,White Sands National Monument,31860,2803,57,22,2,-106.335072235936,32.7791333760192,NM,New Mexico,Southwest,,14,2,8.86
12,CONG,December,Congaree National Park,8008,2803,58,34,6,-80.8183523261644,33.8062043146765,SC,South Carolina,Southeast,,14,2,8.86
12,JOTR,December,Joshua Tree National Park,198659,2803,61,37,1,-116.159070843561,33.9809652285081,CA,California,West,,14,2,8.86
12,CHIS,December,Channel Islands National Park,14431,2803,61,38,5,-119.725169845147,34.003929782292,CA,California,West,,14,2,8.86
12,HOSP,December,Hot Springs National Park,72736,2803,53,32,7,-93.0897218510827,34.5111382250636,AR,Arkansas,South,,14,2,8.86
12,PEFO,December,Petrified Forest National Park,26364,2803,49,21,3,-109.674717745724,34.9886818040188,AZ,Arizona,Southwest,,14,2,8.86
12,GRSM,December,Great Smoky Mountains National Park,504147,2803,41,25,10,-83.7710478077257,35.5338112634119,NC,North Carolina,Southeast,,14,2,8.86
12,GRCA,December,Grand Canyon National Park,259707,2803,25,3,12,-112.195863320502,36.1866831412135,AZ,Arizona,Southwest,,14,2,8.86
12,DEVA,December,Death Valley National Park,76556,2803,65,39,0,-117.135111544358,36.4874191006716,CA,California,West,,14,2,8.86
12,PINN,December,Pinnacles National Monument,16496,2803,60,30,7,-121.181100883266,36.4901310064952,CA,California,West,,14,2,8.86
12,MACA,December,Mammoth Cave National Park,13300,2803,49,30,8,-86.1309019819107,37.197604576779,KY,Kentucky,Central,,14,2,8.86
12,MEVE,December,Mesa Verde National Park,8125,2803,38,18,5,-108.500928885895,37.2235131532065,CO,Colorado,Southwest,,14,2,8.86
12,ZION,December,Zion National Park,107556,2803,53,30,6,-112.954431628695,37.2557094971311,UT,Utah,Southwest,,14,2,8.86
12,BRCA,December,Bryce Canyon National Park,30972,2803,36,12,3,-112.182668887441,37.5839914387525,UT,Utah,Southwest,,14,2,8.86
12,GRSA,December,Great Sand Dunes National Park & Preserve,3298,2803,41,25,10,-105.578326305192,37.7599427010072,CO,Colorado,Southwest,,14,2,8.86
12,CARE,December,Capitol Reef National Park,12385,2803,36,20,2,-111.003292945773,37.7959925350174,UT,Utah,Southwest,,14,2,8.86
12,YOSE,December,Yosemite National Park,150633,2803,48,27,7,-119.556007294598,37.8489365691181,CA,California,West,,14,2,8.86
12,CANY,December,Canyonlands National Park,9447,2803,41,25,2,-109.883146255275,38.2720728762148,UT,Utah,Southwest,,14,2,8.86
12,SHEN,December,Shenandoah National Park,23628,2803,43,24,9,-78.6761996287734,38.281082106749,VA,Virginia,Southeast,,14,2,8.86
12,BLCA,December,Black Canyon Of The Gunnison National Park,4365,2803,44,20,9,-107.723980166415,38.5773922528943,CO,Colorado,Southwest,,14,2,8.86
12,ARCH,December,Arches National Park,28038,2803,41,20,2,-109.595456027609,38.7079176322515,UT,Utah,Southwest,,14,2,8.86
12,WOTR,December,Wolf Trap National Park for the Performing Arts,6460,2803,46,29,7,-77.2635541016389,38.9379319964751,VA,Virginia,Southeast,,14,2,8.86
12,ROMO,December,Rocky Mountain National Park,87514,2803,25,12,13,-105.698385322314,40.3557983972215,CO,Colorado,Southwest,,14,2,8.86
12,LAVO,December,Lassen Volcanic National Park,7636,2803,40,19,11,-121.412126649044,40.4862202609082,CA,California,West,,14,2,8.86
12,CUVA,December,Cuyahoga Valley National Park,113960,2803,39,27,9,-81.5690344075238,41.2607133550007,OH,Ohio,Central,,14,2,8.86
12,INDU,December,Indiana Dunes National Lakeshore,53577,2803,38,25,7,-87.0324152909807,41.661457848148,IN,Indiana,Central,,14,2,8.86
12,CRLA,December,Crater Lake National Park,6744,2803,36,22,18,-122.135258704593,42.9444360519401,OR,Oregon,Northwest,,14,2,8.86
12,WICA,December,Wind Cave National Park,13131,2803,39,15,2,-103.428776416894,43.6078717812364,SD,South Dakota,West North Central,,14,2,8.86
12,GRTE,December,Grand Teton National Park,42656,2803,28,9,6,-110.705466560382,43.8185356536819,WY,Wyoming,West North Central,,14,2,8.86
12,BADL,December,Badlands National Park,10220,2803,34,17,2,-102.393945095541,43.8340624087368,SD,South Dakota,West North Central,,14,2,8.86
12,ACAD,December,Acadia National Park,11779,2803,34,17,10,-68.244111977338,44.3507513883282,ME,Maine,Northeast,,14,2,8.86
12,YELL,December,Yellowstone National Park,19743,2803,26,4,13,-110.490083022759,44.5830322172137,WY,Wyoming,West North Central,,14,2,8.86
12,MORA,December,Mount Rainier National Park,23176,2803,22,11,21,-121.70574507947,46.8605591990317,WA,Washington,Northwest,,14,2,8.86
12,THRO,December,Theodore Roosevelt National Park,4422,2803,30,7,2,-103.459250806364,46.9536209666581,ND,North Dakota,West North Central,,14,2,8.86
12,OLYM,December,Olympic National Park,75663,2803,32,24,17,-123.619445162923,47.7945352044965,WA,Washington,Northwest,,14,2,8.86
12,ISRO,December,Isle Royale National Park,42,2803,23,14,5,-89.1044184773109,47.9008395823696,MI,Michigan,East North Central,,14,2,8.86
12,VOYA,December,Voyageurs National Park,367,2803,20,2,5,-92.9805712996976,48.5171693221999,MN,Minnesota,East North Central,,14,2,8.86
12,GLAC,December,Glacier National Park,12643,2803,58,39,3,-113.800791595485,48.6842687606688,MT,Montana,West North Central,,14,2,8.86
12,NOCA,December,North Cascades National Park,43,2803,15,8,18,-121.347557783632,48.8330394098154,WA,Washington,Northwest,,14,2,8.86
12,KATM,December,Katmai National Park & Preserve,91,2803,32,23,8,-155.013410503509,58.6225739667646,AK,Alaska,Alaska,,14,2,8.86
12,GLBA,December,Glacier Bay National Park & Preserve,171,2803,27,14,19,-136.840717328383,58.8008647444753,AK,Alaska,Alaska,,14,2,8.86
12,KEFJ,December,Kenai Fjords National Park,382,2803,17,10,12,-149.881524488685,59.9538968876318,AK,Alaska,Alaska,,14,2,8.86
12,LACL,December,Lake Clark National Park & Preserve,180,2803,17,3,8,-153.601844152823,60.6467969093566,AK,Alaska,Alaska,,14,2,8.86
12,WRST,December,Wrangell - St Elias National Park & Preserve,35,2803,-4,-14,8,-142.603571113694,61.4184393795561,AK,Alaska,Alaska,,14,2,8.86
12,DENA,December,Denali National Park & Preserve,820,2803,20,7,10,-151.052635502821,63.2977743600459,AK,Alaska,Alaska,,14,2,8.86
12,KOVA,December,Kobuk Valley National Park,1381,2803,4,-9,2,-159.063083346586,67.2826365277018,AK,Alaska,Alaska,,14,2,8.86
12,GAAR,December,Gates Of The Arctic National Park & Preserve,121,2803,20,7,10,-153.264132316988,67.9192854407937,AK,Alaska,Alaska,,14,2,8.86
