month,park_code,month_name,park_name,visitor_count,snp500_index,high,low,rain,longitude,latitude,state_abbr,state_name,climate_region,np_region,school_breaks,office_holidays,weekends
1,NPSA,January,National Park of American Samoa,1502,2557,84,73,14,-169.45380760527,-14.2397277326939,AS,American Samoa,American Samoa,,2,2,8.86
1,VIIS,January,Virgin Islands National Park,36737,2557,79,68,12,-64.7711104889969,18.3537986172337,VI,Virgin Islands,Virgin Islands,,2,2,8.86
1,HAVO,January,Hawaii Volcanoes National Park,150451,2557,50,29,6,-155.211822871939,19.3261421561552,HI,Hawaii,Hawaii,,2,2,8.86
1,HALE,January,Haleakala National Park,88922,2557,68,49,14,-156.147093143192,20.7045121293322,HI,Hawaii,Hawaii,,2,2,8.86
1,DRTO,January,Dry Tortugas National Park,5028,2557,74,65,5,-82.866554231556,24.6543956186476,FL,Florida,Southeast,,2,2,8.86
1,EVER,January,Everglades National Park,118434,2557,-7,-23,5,-80.9534963862279,25.2722561640483,FL,Florida,Southeast,,2,2,8.86
1,BISC,January,Biscayne National Park,31794,2557,65,57,4,-80.2183015926945,25.4696892466471,FL,Florida,Southeast,,2,2,8.86
1,BIBE,January,Big Bend National Park,31653,2557,68,49,3,-103.229789673023,29.298177668898,TX,Texas,South,,2,2,8.86
1,GUMO,January,Guadalupe Mountains National Park,7658,2557,61,44,7,-104.884347170347,31.9233842093917,TX,Texas,South,,2,2,8.86
1,CAVE,January,Carlsbad Caverns National Park,13878,2557,52,29,1,-104.527765634579,32.1523427539914,NM,New Mexico,Southwest,,2,2,8.86
1,SAGU,January,Saguaro National Park,78689,2557,66,39,3,-110.608314061594,32.1788360853936,AZ,Arizona,Southwest,,2,2,8.86
1,WHSA,January,White Sands National Monument,23425,2557,57,22,2,-106.335072235936,32.7791333760192,NM,New Mexico,Southwest,,2,2,8.86
1,CONG,January,Congaree National Park,7005,2557,56,33,7,-80.8183523261644,33.8062043146765,SC,South Carolina,Southeast,,2,2,8.86
1,JOTR,January,Joshua Tree National Park,164518,2557,63,38,2,-116.159070843561,33.9809652285081,CA,California,West,,2,2,8.86
1,CHIS,January,Channel Islands National Park,16069,2557,62,39,5,-119.725169845147,34.003929782292,CA,California,West,,2,2,8.86
1,HOSP,January,Hot Springs National Park,66441,2557,50,29,6,-93.0897218510827,34.5111382250636,AR,Arkansas,South,,2,2,8.86
1,PEFO,January,Petrified Forest National Park,20133,2557,49,21,3,-109.674717745724,34.9886818040188,AZ,Arizona,Southwest,,2,2,8.86
1,GRSM,January,Great Smoky Mountains National Park,328101,2557,37,20,10,-83.7710478077257,35.5338112634119,NC,North Carolina,Southeast,,2,2,8.86
1,GRCA,January,Grand Canyon National Park,179807,2557,25,0,12,-112.195863320502,36.1866831412135,AZ,Arizona,Southwest,,2,2,8.86
12,GRBA,December,Great Basin National Park,1903,2803,36,12,2,-114.257978174487,38.9461737831271,NV,Nevada,West,,14,2,8.86
1,DEVA,January,Death Valley National Park,69813,2557,67,40,1,-117.135111544358,36.4874191006716,CA,California,West,,2,2,8.86
1,PINN,January,Pinnacles National Monument,12554,2557,60,31,7,-121.181100883266,36.4901310064952,CA,California,West,,2,2,8.86
1,MACA,January,Mammoth Cave National Park,8038,2557,45,26,8,-86.1309019819107,37.197604576779,KY,Kentucky,Central,,2,2,8.86
1,MEVE,January,Mesa Verde National Park,5429,2557,37,16,5,-108.500928885895,37.2235131532065,CO,Colorado,Southwest,,2,2,8.86
1,ZION,January,Zion National Park,77330,2557,52,29,7,-112.954431628695,37.2557094971311,UT,Utah,Southwest,,2,2,8.86
1,BRCA,January,Bryce Canyon National Park,21921,2557,36,11,4,-112.182668887441,37.5839914387525,UT,Utah,Southwest,,2,2,8.86
1,GRSA,January,Great Sand Dunes National Park & Preserve,2114,2557,37,20,10,-105.578326305192,37.7599427010072,CO,Colorado,Southwest,,2,2,8.86
1,CARE,January,Capitol Reef National Park,9759,2557,37,20,2,-111.003292945773,37.7959925350174,UT,Utah,Southwest,,2,2,8.86
1,YOSE,January,Yosemite National Park,116765,2557,48,28,7,-119.556007294598,37.8489365691181,CA,California,West,,2,2,8.86
1,CANY,January,Canyonlands National Park,5713,2557,40,24,2,-109.883146255275,38.2720728762148,UT,Utah,Southwest,,2,2,8.86
1,SHEN,January,Shenandoah National Park,14836,2557,39,21,10,-78.6761996287734,38.281082106749,VA,Virginia,Southeast,,2,2,8.86
1,BLCA,January,Black Canyon Of The Gunnison National Park,4339,2557,44,18,8,-107.723980166415,38.5773922528943,CO,Colorado,Southwest,,2,2,8.86
1,ARCH,January,Arches National Park,17786,2557,40,18,2,-109.595456027609,38.7079176322515,UT,Utah,Southwest,,2,2,8.86
1,WOTR,January,Wolf Trap National Park for the Performing Arts,1562,2557,42,25,8,-77.2635541016389,38.9379319964751,VA,Virginia,Southeast,,2,2,8.86
1,GRBA,January,Great Basin National Park,1047,2557,35,11,2,-114.257978174487,38.9461737831271,NV,Nevada,West,,2,2,8.86
1,ROMO,January,Rocky Mountain National Park,89676,2557,27,13,14,-105.698385322314,40.3557983972215,CO,Colorado,Southwest,,2,2,8.86
1,LAVO,January,Lassen Volcanic National Park,8952,2557,43,20,10,-121.412126649044,40.4862202609082,CA,California,West,,2,2,8.86
1,CUVA,January,Cuyahoga Valley National Park,88262,2557,35,22,8,-81.5690344075238,41.2607133550007,OH,Ohio,Central,,2,2,8.86
1,INDU,January,Indiana Dunes National Lakeshore,57574,2557,33,20,7,-87.0324152909807,41.661457848148,IN,Indiana,Central,,2,2,8.86
1,CRLA,January,Crater Lake National Park,6185,2557,38,23,16,-122.135258704593,42.9444360519401,OR,Oregon,Northwest,,2,2,8.86
1,WICA,January,Wind Cave National Park,11987,2557,40,14,2,-103.428776416894,43.6078717812364,SD,South Dakota,West North Central,,2,2,8.86
1,GRTE,January,Grand Teton National Park,45767,2557,30,11,7,-110.705466560382,43.8185356536819,WY,Wyoming,West North Central,,2,2,8.86
1,BADL,January,Badlands National Park,9564,2557,35,17,1,-102.393945095541,43.8340624087368,SD,South Dakota,West North Central,,2,2,8.86
1,ACAD,January,Acadia National Park,12038,2557,29,10,9,-68.244111977338,44.3507513883282,ME,Maine,Northeast,,2,2,8.86
1,YELL,January,Yellowstone National Park,27766,2557,28,3,13,-110.490083022759,44.5830322172137,WY,Wyoming,West North Central,,2,2,8.86
1,MORA,January,Mount Rainier National Park,23401,2557,23,12,21,-121.70574507947,46.8605591990317,WA,Washington,Northwest,,2,2,8.86
1,THRO,January,Theodore Roosevelt National Park,1982,2557,28,4,2,-103.459250806364,46.9536209666581,ND,North Dakota,West North Central,,2,2,8.86
1,OLYM,January,Olympic National Park,86967,2557,35,26,18,-123.619445162923,47.7945352044965,WA,Washington,Northwest,,2,2,8.86
1,ISRO,January,Isle Royale National Park,29,2557,19,7,4,-89.1044184773109,47.9008395823696,MI,Michigan,East North Central,,2,2,8.86
1,VOYA,January,Voyageurs National Park,4416,2557,16,-6,4,-92.9805712996976,48.5171693221999,MN,Minnesota,East North Central,,2,2,8.86
1,GLAC,January,Glacier National Park,12241,2557,58,38,4,-113.800791595485,48.6842687606688,MT,Montana,West North Central,,2,2,8.86
1,NOCA,January,North Cascades National Park,32,2557,16,8,17,-121.347557783632,48.8330394098154,WA,Washington,Northwest,,2,2,8.86
1,KATM,January,Katmai National Park & Preserve,88,2557,33,22,9,-155.013410503509,58.6225739667646,AK,Alaska,Alaska,,2,2,8.86
1,GLBA,January,Glacier Bay National Park & Preserve,173,2557,30,17,19,-136.840717328383,58.8008647444753,AK,Alaska,Alaska,,2,2,8.86
1,KEFJ,January,Kenai Fjords National Park,34,2557,16,9,12,-149.881524488685,59.9538968876318,AK,Alaska,Alaska,,2,2,8.86
1,LACL,January,Lake Clark National Park & Preserve,137,2557,14,-1,11,-153.601844152823,60.6467969093566,AK,Alaska,Alaska,,2,2,8.86
1,WRST,January,Wrangell - St Elias National Park & Preserve,25,2557,-5,-16,7,-142.603571113694,61.4184393795561,AK,Alaska,Alaska,,2,2,8.86
1,DENA,January,Denali National Park & Preserve,406,2557,19,5,8,-151.052635502821,63.2977743600459,AK,Alaska,Alaska,,2,2,8.86
1,KOVA,January,Kobuk Valley National Park,1161,2557,2,-12,1,-159.063083346586,67.2826365277018,AK,Alaska,Alaska,,2,2,8.86
1,GAAR,January,Gates Of The Arctic National Park & Preserve,204,2557,19,5,8,-153.264132316988,67.9192854407937,AK,Alaska,Alaska,,2,2,8.86
2,NPSA,February,National Park of American Samoa,1569,2597,84,73,13,-169.45380760527,-14.2397277326939,AS,American Samoa,American Samoa,,1,1,8
2,VIIS,February,Virgin Islands National Park,42830,2597,80,67,10,-64.7711104889969,18.3537986172337,VI,Virgin Islands,Virgin Islands,,1,1,8
2,HAVO,February,Hawaii Volcanoes National Park,143288,2597,55,32,7,-155.211822871939,19.3261421561552,HI,Hawaii,Hawaii,,1,1,8
2,HALE,February,Haleakala National Park,86708,2597,67,49,13,-156.147093143192,20.7045121293322,HI,Hawaii,Hawaii,,1,1,8
2,DRTO,February,Dry Tortugas National Park,4825,2597,76,65,3,-82.866554231556,24.6543956186476,FL,Florida,Southeast,,1,1,8
2,EVER,February,Everglades National Park,118264,2597,4,-16,5,-80.9534963862279,25.2722561640483,FL,Florida,Southeast,,1,1,8
2,BISC,February,Biscayne National Park,33415,2597,66,59,4,-80.2183015926945,25.4696892466471,FL,Florida,Southeast,,1,1,8
2,BIBE,February,Big Bend National Park,39312,2597,74,53,3,-103.229789673023,29.298177668898,TX,Texas,South,,1,1,8
2,GUMO,February,Guadalupe Mountains National Park,11364,2597,61,43,7,-104.884347170347,31.9233842093917,TX,Texas,South,,1,1,8
2,CAVE,February,Carlsbad Caverns National Park,16336,2597,56,32,1,-104.527765634579,32.1523427539914,NM,New Mexico,Southwest,,1,1,8
2,SAGU,February,Saguaro National Park,98088,2597,69,41,2,-110.608314061594,32.1788360853936,AZ,Arizona,Southwest,,1,1,8
2,WHSA,February,White Sands National Monument,29459,2597,63,26,1,-106.335072235936,32.7791333760192,NM,New Mexico,Southwest,,1,1,8
2,CONG,February,Congaree National Park,9428,2597,59,35,6,-80.8183523261644,33.8062043146765,SC,South Carolina,Southeast,,1,1,8
2,JOTR,February,Joshua Tree National Park,190267,2597,66,38,1,-116.159070843561,33.9809652285081,CA,California,West,,1,1,8
2,CHIS,February,Channel Islands National Park,18749,2597,61,39,6,-119.725169845147,34.003929782292,CA,California,West,,1,1,8
2,HOSP,February,Hot Springs National Park,71775,2597,55,32,7,-93.0897218510827,34.5111382250636,AR,Arkansas,South,,1,1,8
2,PEFO,February,Petrified Forest National Park,23224,2597,56,25,2,-109.674717745724,34.9886818040188,AZ,Arizona,Southwest,,1,1,8
2,GRSM,February,Great Smoky Mountains National Park,333366,2597,40,23,10,-83.7710478077257,35.5338112634119,NC,North Carolina,Southeast,,1,1,8
2,GRCA,February,Grand Canyon National Park,186515,2597,30,2,10,-112.195863320502,36.1866831412135,AZ,Arizona,Southwest,,1,1,8
2,DEVA,February,Death Valley National Park,84556,2597,74,46,1,-117.135111544358,36.4874191006716,CA,California,West,,1,1,8
2,PINN,February,Pinnacles National Monument,16906,2597,62,33,7,-121.181100883266,36.4901310064952,CA,California,West,,1,1,8
2,MACA,February,Mammoth Cave National Park,8995,2597,51,29,7,-86.1309019819107,37.197604576779,KY,Kentucky,Central,,1,1,8
2,MEVE,February,Mesa Verde National Park,5796,2597,41,20,5,-108.500928885895,37.2235131532065,CO,Colorado,Southwest,,1,1,8
2,ZION,February,Zion National Park,90835,2597,57,31,7,-112.954431628695,37.2557094971311,UT,Utah,Southwest,,1,1,8
2,BRCA,February,Bryce Canyon National Park,25116,2597,38,13,4,-112.182668887441,37.5839914387525,UT,Utah,Southwest,,1,1,8
2,GRSA,February,Great Sand Dunes National Park & Preserve,3020,2597,40,23,10,-105.578326305192,37.7599427010072,CO,Colorado,Southwest,,1,1,8
2,CARE,February,Capitol Reef National Park,12001,2597,43,24,2,-111.003292945773,37.7959925350174,UT,Utah,Southwest,,1,1,8
2,YOSE,February,Yosemite National Park,124648,2597,53,30,7,-119.556007294598,37.8489365691181,CA,California,West,,1,1,8
2,CANY,February,Canyonlands National Park,10768,2597,47,29,2,-109.883146255275,38.2720728762148,UT,Utah,Southwest,,1,1,8
2,SHEN,February,Shenandoah National Park,15888,2597,43,23,11,-78.6761996287734,38.281082106749,VA,Virginia,Southeast,,1,1,8
2,BLCA,February,Black Canyon Of The Gunnison National Park,3743,2597,48,22,9,-107.723980166415,38.5773922528943,CO,Colorado,Southwest,,1,1,8
2,ARCH,February,Arches National Park,25780,2597,49,25,2,-109.595456027609,38.7079176322515,UT,Utah,Southwest,,1,1,8
2,WOTR,February,Wolf Trap National Park for the Performing Arts,2489,2597,45,26,6,-77.2635541016389,38.9379319964751,VA,Virginia,Southeast,,1,1,8
2,GRBA,February,Great Basin National Park,1864,2597,40,16,2,-114.257978174487,38.9461737831271,NV,Nevada,West,,1,1,8
2,ROMO,February,Rocky Mountain National Park,77606,2597,28,13,14,-105.698385322314,40.3557983972215,CO,Colorado,Southwest,,1,1,8
2,LAVO,February,Lassen Volcanic National Park,6580,2597,42,19,9,-121.412126649044,40.4862202609082,CA,California,West,,1,1,8
2,CUVA,February,Cuyahoga Valley National Park,83257,2597,37,24,7,-81.5690344075238,41.2607133550007,OH,Ohio,Central,,1,1,8
2,INDU,February,Indiana Dunes National Lakeshore,62604,2597,36,21,6,-87.0324152909807,41.661457848148,IN,Indiana,Central,,1,1,8
2,CRLA,February,Crater Lake National Park,5606,2597,38,22,15,-122.135258704593,42.9444360519401,OR,Oregon,Northwest,,1,1,8
2,WICA,February,Wind Cave National Park,11655,2597,41,16,3,-103.428776416894,43.6078717812364,SD,South Dakota,West North Central,,1,1,8
2,GRTE,February,Grand Teton National Park,43269,2597,30,9,7,-110.705466560382,43.8185356536819,WY,Wyoming,West North Central,,1,1,8
2,BADL,February,Badlands National Park,9468,2597,36,17,2,-102.393945095541,43.8340624087368,SD,South Dakota,West North Central,,1,1,8
2,ACAD,February,Acadia National Park,11826,2597,31,13,7,-68.244111977338,44.3507513883282,ME,Maine,Northeast,,1,1,8
2,YELL,February,Yellowstone National Park,31318,2597,31,4,11,-110.490083022759,44.5830322172137,WY,Wyoming,West North Central,,1,1,8
2,MORA,February,Mount Rainier National Park,18961,2597,24,12,18,-121.70574507947,46.8605591990317,WA,Washington,Northwest,,1,1,8
2,THRO,February,Theodore Roosevelt National Park,2577,2597,33,8,2,-103.459250806364,46.9536209666581,ND,North Dakota,West North Central,,1,1,8
2,OLYM,February,Olympic National Park,86495,2597,34,22,14,-123.619445162923,47.7945352044965,WA,Washington,Northwest,,1,1,8
2,ISRO,February,Isle Royale National Park,39,2597,20,7,4,-89.1044184773109,47.9008395823696,MI,Michigan,East North Central,,1,1,8
2,VOYA,February,Voyageurs National Park,7762,2597,20,-5,3,-92.9805712996976,48.5171693221999,MN,Minnesota,East North Central,,1,1,8
2,GLAC,February,Glacier National Park,12151,2597,65,42,4,-113.800791595485,48.6842687606688,MT,Montana,West North Central,,1,1,8
2,NOCA,February,North Cascades National Park,48,2597,19,8,14,-121.347557783632,48.8330394098154,WA,Washington,Northwest,,1,1,8
2,KATM,February,Katmai National Park & Preserve,88,2597,34,23,8,-155.013410503509,58.6225739667646,AK,Alaska,Alaska,,1,1,8
2,GLBA,February,Glacier Bay National Park & Preserve,178,2597,32,14,16,-136.840717328383,58.8008647444753,AK,Alaska,Alaska,,1,1,8
2,KEFJ,February,Kenai Fjords National Park,69,2597,16,8,8,-149.881524488685,59.9538968876318,AK,Alaska,Alaska,,1,1,8
2,LACL,February,Lake Clark National Park & Preserve,185,2597,19,1,9,-153.601844152823,60.6467969093566,AK,Alaska,Alaska,,1,1,8
2,WRST,February,Wrangell - St Elias National Park & Preserve,95,2597,-6,-16,6,-142.603571113694,61.4184393795561,AK,Alaska,Alaska,,1,1,8
2,DENA,February,Denali National Park & Preserve,1152,2597,23,7,7,-151.052635502821,63.2977743600459,AK,Alaska,Alaska,,1,1,8
2,KOVA,February,Kobuk Valley National Park,680,2597,8,-8,1,-159.063083346586,67.2826365277018,AK,Alaska,Alaska,,1,1,8
2,GAAR,February,Gates Of The Arctic National Park & Preserve,211,2597,23,7,7,-153.264132316988,67.9192854407937,AK,Alaska,Alaska,,1,1,8
3,NPSA,March,National Park of American Samoa,2204,2625,84,73,13,-169.45380760527,-14.2397277326939,AS,American Samoa,American Samoa,,3,0,8.86
3,VIIS,March,Virgin Islands National Park,48748,2625,82,68,8,-64.7711104889969,18.3537986172337,VI,Virgin Islands,Virgin Islands,,3,0,8.86
3,HAVO,March,Hawaii Volcanoes National Park,136346,2625,64,40,8,-155.211822871939,19.3261421561552,HI,Hawaii,Hawaii,,3,0,8.86
3,HALE,March,Haleakala National Park,95626,2625,67,50,19,-156.147093143192,20.7045121293322,HI,Hawaii,Hawaii,,3,0,8.86
3,DRTO,March,Dry Tortugas National Park,6605,2625,78,67,3,-82.866554231556,24.6543956186476,FL,Florida,Southeast,,3,0,8.86
3,EVER,March,Everglades National Park,131643,2625,15,-14,5,-80.9534963862279,25.2722561640483,FL,Florida,Southeast,,3,0,8.86
3,BISC,March,Biscayne National Park,44981,2625,71,64,3,-80.2183015926945,25.4696892466471,FL,Florida,Southeast,,3,0,8.86
3,BIBE,March,Big Bend National Park,58886,2625,80,58,2,-103.229789673023,29.298177668898,TX,Texas,South,,3,0,8.86
3,GUMO,March,Guadalupe Mountains National Park,23347,2625,61,44,9,-104.884347170347,31.9233842093917,TX,Texas,South,,3,0,8.86
3,CAVE,March,Carlsbad Caverns National Park,51879,2625,63,39,1,-104.527765634579,32.1523427539914,NM,New Mexico,Southwest,,3,0,8.86
3,SAGU,March,Saguaro National Park,122583,2625,75,46,2,-110.608314061594,32.1788360853936,AZ,Arizona,Southwest,,3,0,8.86
3,WHSA,March,White Sands National Monument,67154,2625,71,32,1,-106.335072235936,32.7791333760192,NM,New Mexico,Southwest,,3,0,8.86
3,CONG,March,Congaree National Park,16112,2625,68,44,7,-80.8183523261644,33.8062043146765,SC,South Carolina,Southeast,,3,0,8.86
3,JOTR,March,Joshua Tree National Park,283520,2625,74,43,0,-116.159070843561,33.9809652285081,CA,California,West,,3,0,8.86
3,CHIS,March,Channel Islands National Park,26520,2625,63,40,6,-119.725169845147,34.003929782292,CA,California,West,,3,0,8.86
3,HOSP,March,Hot Springs National Park,118793,2625,64,40,8,-93.0897218510827,34.5111382250636,AR,Arkansas,South,,3,0,8.86
3,PEFO,March,Petrified Forest National Park,55586,2625,63,30,3,-109.674717745724,34.9886818040188,AZ,Arizona,Southwest,,3,0,8.86
3,GRSM,March,Great Smoky Mountains National Park,613803,2625,47,28,10,-83.7710478077257,35.5338112634119,NC,North Carolina,Southeast,,3,0,8.86
3,GRCA,March,Grand Canyon National Park,402143,2625,39,11,10,-112.195863320502,36.1866831412135,AZ,Arizona,Southwest,,3,0,8.86
3,DEVA,March,Death Valley National Park,127057,2625,82,55,1,-117.135111544358,36.4874191006716,CA,California,West,,3,0,8.86
3,PINN,March,Pinnacles National Monument,24126,2625,65,35,7,-121.181100883266,36.4901310064952,CA,California,West,,3,0,8.86
3,MACA,March,Mammoth Cave National Park,42216,2625,60,37,9,-86.1309019819107,37.197604576779,KY,Kentucky,Central,,3,0,8.86
3,MEVE,March,Mesa Verde National Park,16435,2625,49,26,5,-108.500928885895,37.2235131532065,CO,Colorado,Southwest,,3,0,8.86
3,ZION,March,Zion National Park,262103,2625,63,36,8,-112.954431628695,37.2557094971311,UT,Utah,Southwest,,3,0,8.86
3,BRCA,March,Bryce Canyon National Park,62970,2625,44,19,4,-112.182668887441,37.5839914387525,UT,Utah,Southwest,,3,0,8.86
3,GRSA,March,Great Sand Dunes National Park & Preserve,13962,2625,47,28,10,-105.578326305192,37.7599427010072,CO,Colorado,Southwest,,3,0,8.86
3,ROMO,March,Rocky Mountain National Park,115433,2625,36,18,15,-105.698385322314,40.3557983972215,CO,Colorado,Southwest,,3,0,8.86
3,CARE,March,Capitol Reef National Park,48385,2625,53,32,2,-111.003292945773,37.7959925350174,UT,Utah,Southwest,,3,0,8.86
3,YOSE,March,Yosemite National Park,169167,2625,58,33,9,-119.556007294598,37.8489365691181,CA,California,West,,3,0,8.86
3,CANY,March,Canyonlands National Park,45306,2625,57,36,3,-109.883146255275,38.2720728762148,UT,Utah,Southwest,,3,0,8.86
3,SHEN,March,Shenandoah National Park,39584,2625,52,30,13,-78.6761996287734,38.281082106749,VA,Virginia,Southeast,,3,0,8.86
3,BLCA,March,Black Canyon Of The Gunnison National Park,5843,2625,57,29,11,-107.723980166415,38.5773922528943,CO,Colorado,Southwest,,3,0,8.86
3,ARCH,March,Arches National Park,97404,2625,60,34,3,-109.595456027609,38.7079176322515,UT,Utah,Southwest,,3,0,8.86
3,WOTR,March,Wolf Trap National Park for the Performing Arts,1744,2625,53,33,7,-77.2635541016389,38.9379319964751,VA,Virginia,Southeast,,3,0,8.86
3,GRBA,March,Great Basin National Park,4331,2625,49,24,3,-114.257978174487,38.9461737831271,NV,Nevada,West,,3,0,8.86
3,LAVO,March,Lassen Volcanic National Park,7029,2625,47,21,11,-121.412126649044,40.4862202609082,CA,California,West,,3,0,8.86
3,CUVA,March,Cuyahoga Valley National Park,112667,2625,48,32,9,-81.5690344075238,41.2607133550007,OH,Ohio,Central,,3,0,8.86
3,INDU,March,Indiana Dunes National Lakeshore,104386,2625,47,31,7,-87.0324152909807,41.661457848148,IN,Indiana,Central,,3,0,8.86
3,CRLA,March,Crater Lake National Park,9150,2625,42,24,19,-122.135258704593,42.9444360519401,OR,Oregon,Northwest,,3,0,8.86
3,WICA,March,Wind Cave National Park,20737,2625,51,23,4,-103.428776416894,43.6078717812364,SD,South Dakota,West North Central,,3,0,8.86
3,GRTE,March,Grand Teton National Park,51928,2625,35,13,8,-110.705466560382,43.8185356536819,WY,Wyoming,West North Central,,3,0,8.86
3,BADL,March,Badlands National Park,17812,2625,47,26,3,-102.393945095541,43.8340624087368,SD,South Dakota,West North Central,,3,0,8.86
3,ACAD,March,Acadia National Park,21744,2625,38,20,9,-68.244111977338,44.3507513883282,ME,Maine,Northeast,,3,0,8.86
3,YELL,March,Yellowstone National Park,21864,2625,39,10,14,-110.490083022759,44.5830322172137,WY,Wyoming,West North Central,,3,0,8.86
3,MORA,March,Mount Rainier National Park,24578,2625,26,13,22,-121.70574507947,46.8605591990317,WA,Washington,Northwest,,3,0,8.86
3,THRO,March,Theodore Roosevelt National Park,7500,2625,44,18,2,-103.459250806364,46.9536209666581,ND,North Dakota,West North Central,,3,0,8.86
3,OLYM,March,Olympic National Park,112266,2625,37,24,18,-123.619445162923,47.7945352044965,WA,Washington,Northwest,,3,0,8.86
3,ISRO,March,Isle Royale National Park,47,2625,33,19,11,-89.1044184773109,47.9008395823696,MI,Michigan,East North Central,,3,0,8.86
3,VOYA,March,Voyageurs National Park,3365,2625,35,12,4,-92.9805712996976,48.5171693221999,MN,Minnesota,East North Central,,3,0,8.86
3,GLAC,March,Glacier National Park,17276,2625,74,48,4,-113.800791595485,48.6842687606688,MT,Montana,West North Central,,3,0,8.86
3,NOCA,March,North Cascades National Park,85,2625,25,11,15,-121.347557783632,48.8330394098154,WA,Washington,Northwest,,3,0,8.86
3,KATM,March,Katmai National Park & Preserve,88,2625,32,20,7,-155.013410503509,58.6225739667646,AK,Alaska,Alaska,,3,0,8.86
3,GLBA,March,Glacier Bay National Park & Preserve,171,2625,39,20,18,-136.840717328383,58.8008647444753,AK,Alaska,Alaska,,3,0,8.86
3,KEFJ,March,Kenai Fjords National Park,48,2625,17,8,9,-149.881524488685,59.9538968876318,AK,Alaska,Alaska,,3,0,8.86
3,LACL,March,Lake Clark National Park & Preserve,264,2625,25,4,9,-153.601844152823,60.6467969093566,AK,Alaska,Alaska,,3,0,8.86
3,WRST,March,Wrangell - St Elias National Park & Preserve,230,2625,-5,-15,5,-142.603571113694,61.4184393795561,AK,Alaska,Alaska,,3,0,8.86
3,DENA,March,Denali National Park & Preserve,2581,2625,30,9,6,-151.052635502821,63.2977743600459,AK,Alaska,Alaska,,3,0,8.86
3,KOVA,March,Kobuk Valley National Park,805,2625,13,-7,2,-159.063083346586,67.2826365277018,AK,Alaska,Alaska,,3,0,8.86
3,GAAR,March,Gates Of The Arctic National Park & Preserve,283,2625,30,9,6,-153.264132316988,67.9192854407937,AK,Alaska,Alaska,,3,0,8.86
4,NPSA,April,National Park of American Samoa,2477,2639,84,73,14,-169.45380760527,-14.2397277326939,AS,American Samoa,American Samoa,,3,0,8.57
4,VIIS,April,Virgin Islands National Park,46756,2639,84,69,8,-64.7711104889969,18.3537986172337,VI,Virgin Islands,Virgin Islands,,3,0,8.57
4,HAVO,April,Hawaii Volcanoes National Park,122881,2639,73,48,7,-155.211822871939,19.3261421561552,HI,Hawaii,Hawaii,,3,0,8.57
4,HALE,April,Haleakala National Park,87054,2639,68,51,22,-156.147093143192,20.7045121293322,HI,Hawaii,Hawaii,,3,0,8.57
4,DRTO,April,Dry Tortugas National Park,6159,2639,83,71,2,-82.866554231556,24.6543956186476,FL,Florida,Southeast,,3,0,8.57
4,EVER,April,Everglades National Park,91217,2639,36,9,4,-80.9534963862279,25.2722561640483,FL,Florida,Southeast,,3,0,8.57
4,BISC,April,Biscayne National Park,49132,2639,74,68,3,-80.2183015926945,25.4696892466471,FL,Florida,Southeast,,3,0,8.57
4,BIBE,April,Big Bend National Park,39746,2639,87,65,3,-103.229789673023,29.298177668898,TX,Texas,South,,3,0,8.57
4,GUMO,April,Guadalupe Mountains National Park,18734,2639,61,44,9,-104.884347170347,31.9233842093917,TX,Texas,South,,3,0,8.57
4,CAVE,April,Carlsbad Caverns National Park,33917,2639,71,46,1,-104.527765634579,32.1523427539914,NM,New Mexico,Southwest,,3,0,8.57
4,SAGU,April,Saguaro National Park,84574,2639,83,52,1,-110.608314061594,32.1788360853936,AZ,Arizona,Southwest,,3,0,8.57
4,WHSA,April,White Sands National Monument,50195,2639,79,40,1,-106.335072235936,32.7791333760192,NM,New Mexico,Southwest,,3,0,8.57
4,CONG,April,Congaree National Park,13139,2639,75,50,5,-80.8183523261644,33.8062043146765,SC,South Carolina,Southeast,,3,0,8.57
4,JOTR,April,Joshua Tree National Park,247753,2639,80,48,0,-116.159070843561,33.9809652285081,CA,California,West,,3,0,8.57
4,CHIS,April,Channel Islands National Park,27242,2639,66,42,5,-119.725169845147,34.003929782292,CA,California,West,,3,0,8.57
4,HOSP,April,Hot Springs National Park,101076,2639,73,48,7,-93.0897218510827,34.5111382250636,AR,Arkansas,South,,3,0,8.57
4,PEFO,April,Petrified Forest National Park,55365,2639,71,35,2,-109.674717745724,34.9886818040188,AZ,Arizona,Southwest,,3,0,8.57
4,GRSM,April,Great Smoky Mountains National Park,798779,2639,57,37,10,-83.7710478077257,35.5338112634119,NC,North Carolina,Southeast,,3,0,8.57
4,GRCA,April,Grand Canyon National Park,450312,2639,47,20,9,-112.195863320502,36.1866831412135,AZ,Arizona,Southwest,,3,0,8.57
4,DEVA,April,Death Valley National Park,126009,2639,90,62,0,-117.135111544358,36.4874191006716,CA,California,West,,3,0,8.57
4,PINN,April,Pinnacles National Monument,29074,2639,70,37,3,-121.181100883266,36.4901310064952,CA,California,West,,3,0,8.57
4,MACA,April,Mammoth Cave National Park,55082,2639,72,46,9,-86.1309019819107,37.197604576779,KY,Kentucky,Central,,3,0,8.57
4,MEVE,April,Mesa Verde National Park,29046,2639,57,31,4,-108.500928885895,37.2235131532065,CO,Colorado,Southwest,,3,0,8.57
4,ZION,April,Zion National Park,365042,2639,73,43,6,-112.954431628695,37.2557094971311,UT,Utah,Southwest,,3,0,8.57
