,Year,JAN,FEB,MAR,APR,MAY,JUNE,JULY,AUG,SEPT,OCT,NOV,DEC,Total,park_code
607,1995,12967,14821.0,11939.0,27067.0,25110.0,19000.0,14511.0,13838.0,11819.0,12731.0,9083.0,4641.0,177527,PINN
608,1994,12223,9597.0,20332.0,25279.0,20456.0,15227.0,16579.0,12287.0,11364.0,11631.0,8705.0,8962.0,172642,PINN
609,1993,9712,12630.0,19762.0,30508.0,27184.0,15993.0,17815.0,16081.0,12869.0,12297.0,10537.0,9369.0,194757,PINN
610,1992,12669,12508.0,18743.0,29462.0,22828.0,16115.0,17518.0,15637.0,11151.0,12859.0,13108.0,9085.0,191683,PINN
611,1991,10319,16766.0,16941.0,24688.0,23169.0,17571.0,17373.0,18397.0,12525.0,11573.0,13992.0,9296.0,192610,PINN
612,1990,11673,15608.0,21376.0,31305.0,23353.0,18368.0,16608.0,17415.0,15905.0,14803.0,16577.0,11277.0,214268,PINN
613,1989,13620,15840.0,24709.0,29114.0,26102.0,16851.0,18344.0,17694.0,15735.0,12654.0,15061.0,12877.0,218601,PINN
614,1988,12413,21760.0,30493.0,27476.0,31458.0,16475.0,16774.0,15414.0,9968.0,9834.0,10274.0,9755.0,212094,PINN
615,1987,12161,16507.0,21086.0,29731.0,24655.0,18404.0,18456.0,18350.0,10659.0,11716.0,13934.0,9046.0,204705,PINN
616,1986,11272,10872.0,23814.0,25878.0,23638.0,15225.0,13615.0,17399.0,14875.0,14782.0,17060.0,9806.0,198236,PINN
617,1985,10851,17587.0,18180.0,28351.0,23477.0,14948.0,14951.0,15874.0,14441.0,14001.0,11513.0,7404.0,191578,PINN
618,1984,13419,15417.0,18729.0,22562.0,16967.0,12873.0,12765.0,13355.0,10940.0,12182.0,9438.0,7611.0,166258,PINN
619,1983,9118,12389.0,10526.0,22799.0,30895.0,15471.0,13856.0,13385.0,11533.0,13064.0,10324.0,7271.0,170631,PINN
620,1982,9520,12784.0,14832.0,21840.0,25116.0,15626.0,16215.0,13170.0,10731.0,13408.0,9667.0,8117.0,171026,PINN
621,1981,11131,12380.0,16013.0,20644.0,19742.0,9665.0,10813.0,13597.0,11123.0,11386.0,11397.0,7314.0,155205,PINN
622,1980,7908,10308.0,19466.0,21736.0,19442.0,13862.0,14053.0,12684.0,9135.0,11795.0,13003.0,10234.0,163626,PINN
623,1979,9581,14156.0,20937.0,24354.0,14832.0,9726.0,9823.0,8536.0,10842.0,12054.0,11277.0,7599.0,153717,PINN
624,2019,4458,7602.0,3214.0,213.0,28198.0,47387.0,52031.0,50586.0,25517.0,11047.0,2472.0,249.0,232974,VOYA
625,2018,4369,6955.0,5259.0,286.0,28843.0,48594.0,52789.0,52468.0,26427.0,11106.0,2408.0,152.0,239656,VOYA
626,2017,3906,7729.0,1221.0,331.0,29449.0,49235.0,53350.0,52552.0,25963.0,10990.0,2414.0,110.0,237250,VOYA
627,2016,5105,8502.0,3004.0,350.0,28844.0,48611.0,54668.0,51770.0,27569.0,11002.0,2291.0,196.0,241912,VOYA
628,2015,6365,6917.0,3643.0,246.0,28579.0,48435.0,51910.0,51686.0,27018.0,10977.0,2387.0,150.0,238313,VOYA
629,2014,4866,7595.0,4176.0,1418.0,28634.0,46978.0,51718.0,52321.0,27023.0,11078.0,2425.0,928.0,239160,VOYA
630,2013,3884,9536.0,3703.0,178.0,27846.0,46580.0,50700.0,50648.0,26620.0,11133.0,2400.0,162.0,233390,VOYA
631,2012,4331,10485.0,3458.0,362.0,30198.0,49339.0,67433.0,44457.0,3808.0,335.0,164.0,471.0,214841,VOYA
632,2011,3011,3994.0,3075.0,224.0,19544.0,38658.0,47637.0,36997.0,22804.0,500.0,150.0,590.0,177184,VOYA
633,2010,3863,8310.0,2894.0,441.0,30282.0,49250.0,70657.0,48756.0,37788.0,834.0,155.0,661.0,253891,VOYA
634,2009,3153,5942.0,5371.0,258.0,27320.0,44862.0,47900.0,48532.0,25414.0,10843.0,2330.0,504.0,222429,VOYA
635,2008,3038,8068.0,441.0,210.0,27215.0,45229.0,48316.0,48362.0,26385.0,11444.0,2384.0,493.0,221585,VOYA
636,2007,2897,4763.0,4339.0,395.0,27169.0,44506.0,48480.0,48738.0,25864.0,10747.0,2384.0,368.0,220650,VOYA
637,2006,3911,12783.0,4447.0,370.0,27448.0,44853.0,48304.0,49304.0,27129.0,10731.0,2346.0,249.0,231875,VOYA
638,2005,3651,11260.0,9214.0,439.0,27740.0,44878.0,48641.0,48349.0,26498.0,10756.0,2343.0,808.0,234577,VOYA
639,2004,12105,13787.0,13216.0,1336.0,27441.0,44364.0,48954.0,48480.0,25879.0,10694.0,2353.0,432.0,249041,VOYA
640,2003,10416,8389.0,8465.0,378.0,26333.0,43785.0,47475.0,47020.0,26451.0,10770.0,2484.0,2265.0,234231,VOYA
641,2002,16113,9182.0,2985.0,170.0,26259.0,43718.0,47559.0,48090.0,25415.0,10911.0,2405.0,5420.0,238227,VOYA
642,2001,13541,16639.0,5906.0,546.0,26552.0,44273.0,47692.0,48313.0,25572.0,10882.0,2347.0,1111.0,243374,VOYA
643,2000,9870,7105.0,222.0,290.0,26540.0,43862.0,46727.0,46842.0,25094.0,10811.0,5911.0,4097.0,227371,VOYA
644,1999,12323,10633.0,2357.0,217.0,26158.0,43534.0,46714.0,46974.0,25699.0,10812.0,2312.0,1165.0,228898,VOYA
645,1998,11720,16372.0,1128.0,335.0,25770.0,43515.0,46972.0,46825.0,24816.0,10867.0,2317.0,1321.0,231958,VOYA
646,1997,11640,15633.0,6475.0,552.0,23479.0,40614.0,44130.0,43144.0,24709.0,10329.0,2340.0,373.0,223418,VOYA
647,1996,9973,19111.0,20692.0,149.0,23588.0,41457.0,44911.0,45474.0,24316.0,10326.0,2380.0,4211.0,246588,VOYA
648,1995,9419,5894.0,3584.0,258.0,23460.0,41567.0,44917.0,45049.0,23465.0,10103.0,2411.0,811.0,210938,VOYA
649,1994,16181,15918.0,4027.0,1187.0,23154.0,40744.0,43012.0,43513.0,23815.0,10172.0,2260.0,198.0,224181,VOYA
650,1993,15991,14303.0,6196.0,1083.0,22899.0,40549.0,42617.0,44336.0,24021.0,10037.0,2291.0,3820.0,228143,VOYA
651,1992,13234,14372.0,3901.0,983.0,23443.0,40559.0,43970.0,44974.0,24189.0,9956.0,2055.0,5862.0,227498,VOYA
652,1991,13804,13173.0,9473.0,1963.0,22204.0,37816.0,41698.0,35856.0,21695.0,13560.0,1382.0,9233.0,221857,VOYA
653,1990,9001,10529.0,5846.0,1667.0,23139.0,38767.0,43458.0,44948.0,25390.0,13189.0,1896.0,5724.0,223554,VOYA
654,1989,8700,8038.0,5897.0,1096.0,20470.0,36435.0,40595.0,43122.0,24970.0,10372.0,2726.0,7205.0,209626,VOYA
655,1988,12059,13305.0,8371.0,1847.0,24069.0,44482.0,42752.0,39372.0,20071.0,8697.0,2889.0,5821.0,223735,VOYA
656,1987,14472,17938.0,7245.0,2192.0,22387.0,36950.0,36590.0,31564.0,18194.0,8285.0,3095.0,2815.0,201727,VOYA
657,1986,9970,11104.0,6616.0,1860.0,19591.0,21607.0,35088.0,37872.0,15100.0,7488.0,1348.0,4493.0,172137,VOYA
658,1985,9204,7399.0,5644.0,1670.0,15936.0,41520.0,47252.0,34224.0,14157.0,3773.0,1169.0,2036.0,183984,VOYA
659,1984,13788,7078.0,8454.0,2256.0,18060.0,28176.0,23841.0,23815.0,15902.0,4737.0,2760.0,5856.0,154723,VOYA
660,1983,9673,10653.0,6475.0,933.0,16259.0,25653.0,24808.0,18859.0,14560.0,5491.0,4742.0,8348.0,146454,VOYA
661,1982,3472,5400.0,3136.0,755.0,16636.0,22762.0,29965.0,25900.0,19015.0,9432.0,1591.0,5660.0,143724,VOYA
662,1981,10122,7659.0,2404.0,1085.0,33134.0,48124.0,56128.0,58008.0,29094.0,8071.0,1181.0,2480.0,257490,VOYA
663,1980,10386,18462.0,15523.0,1966.0,39844.0,60451.0,44951.0,41911.0,17920.0,7682.0,1224.0,6615.0,266935,VOYA
664,1979,8476,10754.0,2812.0,741.0,29030.0,34120.0,31995.0,34265.0,27837.0,11312.0,941.0,2994.0,195277,VOYA
665,2019,11431,14127.0,21375.0,54923.0,48780.0,125106.0,146531.0,92237.0,55196.0,23537.0,10950.0,11158.0,615351,WICA
666,2018,11916,15543.0,24896.0,38002.0,46204.0,116823.0,136829.0,128984.0,79155.0,31128.0,15670.0,11247.0,656397,WICA
667,2017,11916,15543.0,24896.0,38002.0,46204.0,116823.0,128984.0,103518.0,77574.0,28696.0,15994.0,11774.0,619924,WICA
668,2016,10734,13785.0,24239.0,38373.0,51752.0,114636.0,124710.0,104543.0,78141.0,28696.0,15994.0,11774.0,617377,WICA
669,2015,16116,10885.0,18788.0,36808.0,69312.0,117438.0,119875.0,97900.0,73754.0,24704.0,15014.0,11604.0,612198,WICA
670,2014,11553,5864.0,16581.0,34389.0,49005.0,99915.0,119654.0,89252.0,73754.0,23049.0,9553.0,14453.0,547022,WICA
671,2013,10376,11119.0,16015.0,35354.0,47907.0,112122.0,70989.0,95240.0,71250.0,14110.0,18902.0,12758.0,516142,WICA
672,2012,12579,11028.0,17293.0,35086.0,55624.0,85032.0,96381.0,87384.0,69892.0,23992.0,16981.0,17811.0,529083,WICA
673,2011,11313,7660.0,23554.0,35609.0,45218.0,77861.0,113202.0,99878.0,68973.0,23741.0,14516.0,16869.0,538394,WICA
674,2010,11939,10993.0,19736.0,36717.0,56147.0,77640.0,123652.0,120313.0,68802.0,26270.0,13067.0,11865.0,577141,WICA
675,2009,12433,12032.0,17916.0,35864.0,57317.0,86541.0,123552.0,116841.0,78794.0,20414.0,14040.0,12124.0,587868,WICA
676,2008,13350,11963.0,21344.0,30138.0,68310.0,68523.0,104547.0,138943.0,67418.0,24698.0,12114.0,12085.0,573433,WICA
677,2007,12702,12201.0,18659.0,42150.0,62634.0,79950.0,136038.0,120220.0,63152.0,30479.0,13976.0,10997.0,603158,WICA
678,2006,15475,12343.0,15774.0,38286.0,61575.0,83310.0,129028.0,112730.0,67634.0,27425.0,17483.0,9986.0,591049,WICA
679,2005,12430,12910.0,20656.0,38703.0,58520.0,90114.0,135615.0,121524.0,69053.0,25951.0,14275.0,12727.0,612478,WICA
680,2004,12426,11321.0,17831.0,26964.0,44525.0,92423.0,134552.0,127127.0,70473.0,27354.0,15654.0,13227.0,593877,WICA
681,2003,19696,17158.0,31009.0,33398.0,82461.0,135148.0,195724.0,187019.0,79372.0,47023.0,23247.0,22912.0,874167,WICA
682,2002,19934,17613.0,23153.0,52832.0,60342.0,145138.0,236901.0,151237.0,41332.0,17887.0,23302.0,20627.0,810298,WICA
683,2001,11090,11195.0,15977.0,21264.0,44684.0,110638.0,167404.0,171601.0,42878.0,23990.0,14724.0,14912.0,650357,WICA
684,2000,5548,5458.0,9650.0,14603.0,48037.0,124319.0,194687.0,179595.0,39870.0,23277.0,10038.0,13425.0,668507,WICA
685,1999,14564,16206.0,24599.0,32461.0,75827.0,122779.0,194687.0,197522.0,47550.0,20293.0,8625.0,6604.0,761717,WICA
686,1998,14994,16629.0,26145.0,31284.0,103949.0,123336.0,195530.0,186315.0,78266.0,37298.0,20289.0,15939.0,849974,WICA
687,1997,13576,15959.0,24877.0,29807.0,96592.0,126762.0,199107.0,177145.0,74494.0,37298.0,19416.0,17000.0,832033,WICA
688,1996,13402,17235.0,21540.0,33644.0,66853.0,124326.0,165892.0,200423.0,72281.0,35979.0,15832.0,13764.0,781171,WICA
689,1995,15078,14089.0,32745.0,31234.0,65750.0,122713.0,194634.0,183154.0,81842.0,28740.0,18488.0,17221.0,805688,WICA
690,1994,11154,17659.0,24619.0,33540.0,76180.0,121572.0,238482.0,183637.0,81024.0,47845.0,18163.0,17186.0,871061,WICA
691,1993,15231,11366.0,19965.0,32238.0,34303.0,65449.0,116245.0,127550.0,57120.0,25692.0,15411.0,16505.0,537075,WICA
692,1992,10438,11313.0,13350.0,16647.0,57957.0,116597.0,160670.0,175435.0,60440.0,17672.0,9761.0,10016.0,660296,WICA
693,1991,9712,9343.0,13143.0,13833.0,52177.0,95024.0,159309.0,154281.0,54503.0,15955.0,9761.0,10016.0,597057,WICA
694,1990,9595,9361.0,11482.0,14706.0,51024.0,106682.0,143563.0,140800.0,62627.0,17564.0,11348.0,7712.0,586464,WICA
695,1989,10888,8843.0,12288.0,13039.0,46657.0,94905.0,140205.0,134629.0,64366.0,16044.0,11556.0,8338.0,561758,WICA
696,1988,10989,11198.0,13580.0,16043.0,51778.0,104162.0,142919.0,124301.0,60030.0,19553.0,13082.0,10381.0,578016,WICA
697,1987,10709,9654.0,10682.0,14338.0,48523.0,97612.0,136272.0,130029.0,62346.0,18499.0,14180.0,10876.0,563720,WICA
698,1986,8493,8517.0,13207.0,10768.0,39962.0,87748.0,109346.0,125342.0,43950.0,17181.0,7372.0,11448.0,483334,WICA
699,1985,8921,8684.0,9182.0,14222.0,38527.0,78298.0,129046.0,118278.0,38993.0,16178.0,8792.0,8464.0,477585,WICA
700,1984,8837,29426.0,10579.0,11090.0,40449.0,85629.0,132072.0,132661.0,47767.0,16718.0,12457.0,8337.0,536022,WICA
701,1983,9003,9333.0,9903.0,11921.0,40973.0,87936.0,130197.0,113313.0,56638.0,15540.0,11987.0,6995.0,503739,WICA
702,1982,6889,7955.0,10772.0,12484.0,38343.0,81277.0,117736.0,113488.0,45098.0,13895.0,10837.0,8618.0,467392,WICA
703,1981,9096,8143.0,11786.0,14127.0,41909.0,84958.0,123442.0,123749.0,49838.0,16032.0,11443.0,8901.0,503424,WICA
704,1980,8637,9114.0,10947.0,12915.0,39998.0,77298.0,110027.0,117840.0,50610.0,14985.0,11655.0,9035.0,473061,WICA
705,1979,7588,8434.0,11871.0,14195.0,40960.0,76989.0,100724.0,107832.0,51525.0,16137.0,10987.0,10201.0,457443,WICA
706,2019,560,1314.0,553.0,910.0,33445.0,67886.0,127291.0,125568.0,36991.0,878.0,893.0,6291.0,402580,WOTR
707,2018,587,837.0,473.0,2275.0,21672.0,86760.0,123543.0,90285.0,30047.0,729.0,542.0,7790.0,365540,WOTR
708,2017,712,457.0,677.0,2744.0,22818.0,92424.0,121928.0,95671.0,72644.0,1167.0,465.0,12657.0,424364,WOTR
709,2016,2756,485.0,1843.0,2255.0,23903.0,127180.0,116912.0,87979.0,60649.0,1187.0,522.0,11842.0,437513,WOTR
710,2015,1059,1955.0,3426.0,2560.0,42809.0,87994.0,96549.0,128604.0,34649.0,892.0,814.0,6040.0,407351,WOTR
711,2014,2501,1887.0,2158.0,3594.0,28665.0,67933.0,125710.0,131157.0,15935.0,1021.0,993.0,6729.0,388283,WOTR
712,2013,568,525.0,1456.0,2270.0,24247.0,105330.0,144587.0,124600.0,29714.0,867.0,805.0,6197.0,441166,WOTR
713,2012,782,690.0,3540.0,3540.0,31571.0,109908.0,109083.0,136760.0,22954.0,1325.0,873.0,5970.0,426996,WOTR
714,2011,4020,547.0,1343.0,3567.0,23969.0,109047.0,136862.0,113636.0,30152.0,1106.0,503.0,425.0,425177,WOTR
715,2010,2076,16195.0,1967.0,2520.0,30316.0,129036.0,149379.0,125648.0,60812.0,1260.0,526.0,662.0,520397,WOTR
716,2009,271,408.0,1685.0,1547.0,28094.0,122390.0,126931.0,126126.0,51425.0,2133.0,521.0,5221.0,466752,WOTR
717,2008,402,524.0,963.0,1688.0,46743.0,100825.0,150232.0,134386.0,43826.0,2058.0,625.0,4925.0,487197,WOTR
718,2007,540,461.0,1440.0,2201.0,39862.0,142026.0,133749.0,118404.0,58737.0,677.0,573.0,4346.0,503016,WOTR
719,2006,560,662.0,670.0,1480.0,35355.0,107402.0,159536.0,129646.0,47646.0,790.0,451.0,6349.0,490547,WOTR
720,2005,3185,1479.0,1252.0,2321.0,34000.0,123991.0,195385.0,123512.0,66529.0,1235.0,1094.0,403.0,554386,WOTR
721,2004,3068,794.0,1389.0,2195.0,44322.0,155114.0,142859.0,142894.0,39172.0,1200.0,758.0,7832.0,541597,WOTR
722,2003,438,1234.0,1528.0,1940.0,57794.0,131143.0,174176.0,141660.0,37229.0,1082.0,987.0,5435.0,554646,WOTR
723,2002,1997,971.0,800.0,57414.0,63073.0,133996.0,145453.0,113793.0,42164.0,1063.0,885.0,5045.0,566654,WOTR
724,2001,1515,1272.0,1094.0,2805.0,27233.0,145676.0,155561.0,156556.0,37490.0,1338.0,1407.0,8052.0,539999,WOTR
725,2000,4282,1285.0,1167.0,1825.0,35628.0,105745.0,140600.0,146336.0,78183.0,1488.0,1522.0,5782.0,523843,WOTR
726,1999,857,562.0,2940.0,1260.0,14682.0,135351.0,143432.0,160043.0,77819.0,2246.0,1265.0,9034.0,549491,WOTR
727,1998,784,761.0,1385.0,4350.0,17577.0,96191.0,133415.0,182636.0,76572.0,1253.0,873.0,7557.0,523354,WOTR
728,1997,1562,3130.0,1385.0,5630.0,52534.0,111645.0,224314.0,190720.0,50482.0,2003.0,645.0,802.0,644852,WOTR
729,1996,6318,1360.0,888.0,2057.0,32175.0,108158.0,190512.0,170735.0,75292.0,2766.0,1501.0,166.0,591928,WOTR
730,1995,1456,1942.0,1952.0,2850.0,47345.0,114987.0,184505.0,170577.0,55808.0,557.0,2657.0,352.0,584988,WOTR
731,1994,1063,790.0,1362.0,2147.0,48506.0,118613.0,192511.0,172879.0,65923.0,365.0,565.0,7875.0,612599,WOTR
732,1993,504,1507.0,976.0,961.0,40290.0,127553.0,174015.0,185860.0,80662.0,2680.0,878.0,4758.0,620644,WOTR
733,1992,605,1114.0,666.0,1026.0,61677.0,163133.0,192787.0,182097.0,69026.0,720.0,535.0,7476.0,680862,WOTR
734,1991,201,188.0,119.0,234.0,14047.0,134981.0,191363.0,185972.0,61090.0,613.0,479.0,8182.0,597469,WOTR
735,1990,399,319.0,890.0,1148.0,13361.0,121061.0,188272.0,156807.0,67700.0,587.0,402.0,9338.0,560284,WOTR
736,1989,507,385.0,1435.0,902.0,20924.0,125092.0,192713.0,144866.0,71286.0,875.0,856.0,5982.0,565823,WOTR
737,1988,1003,438.0,838.0,2383.0,11399.0,102574.0,190204.0,201312.0,55230.0,917.0,734.0,10018.0,577050,WOTR
738,1987,1413,668.0,1286.0,858.0,22770.0,95504.0,190197.0,161636.0,59815.0,1600.0,848.0,9072.0,545667,WOTR
739,1986,680,719.0,1252.0,6652.0,22489.0,106717.0,199278.0,172371.0,18905.0,1000.0,1013.0,8218.0,539294,WOTR
740,1985,443,347.0,885.0,5570.0,9025.0,76045.0,175235.0,162971.0,18204.0,992.0,1177.0,7501.0,458395,WOTR
741,1984,462,650.0,670.0,1385.0,1250.0,10120.0,66724.0,185252.0,29840.0,1715.0,825.0,5845.0,304738,WOTR
742,1983,450,677.0,1825.0,1220.0,1590.0,16695.0,142337.0,79250.0,12686.0,835.0,360.0,505.0,258430,WOTR
743,1982,1490,512.0,671.0,520.0,0.0,46060.0,122162.0,116417.0,44083.0,1065.0,530.0,5524.0,339034,WOTR
744,1981,1210,975.0,1875.0,2350.0,9920.0,133514.0,186146.0,170380.0,68721.0,2855.0,735.0,9245.0,587926,WOTR
745,1980,1170,865.0,2110.0,2810.0,29668.0,139294.0,204396.0,165566.0,62115.0,1985.0,1080.0,8735.0,619794,WOTR
746,1979,1015,2160.0,1150.0,1960.0,8290.0,145383.0,204849.0,172133.0,41121.0,1505.0,1430.0,8020.0,589016,WOTR
747,2019,85838,96953.0,146859.0,131278.0,77435.0,68267.0,63394.0,80177.0,60469.0,70222.0,103643.0,133765.0,1118300,EVER
748,2018,33950,66837.0,45018.0,35737.0,31090.0,30697.0,36653.0,26945.0,37443.0,58920.0,74544.0,119290.0,597124,EVER
749,2017,194200,120646.0,126818.0,98915.0,74300.0,68958.0,52425.0,85059.0,17708.0,42574.0,49593.0,87361.0,1018557,EVER
750,2016,116221,120197.0,134815.0,65054.0,73548.0,64110.0,53064.0,47351.0,44750.0,55600.0,69074.0,87123.0,930907,EVER
751,2015,142660,145148.0,149383.0,108982.0,70711.0,61840.0,72567.0,67529.0,32717.0,62000.0,84937.0,78953.0,1077427,EVER
752,2014,127802,132334.0,167972.0,97458.0,62634.0,58372.0,64324.0,73839.0,60866.0,68964.0,68965.0,127371.0,1110901,EVER
753,2013,142377,132732.0,144436.0,91347.0,73300.0,59024.0,61541.0,60541.0,50742.0,38034.0,80206.0,112836.0,1047116,EVER
754,2012,128689,133777.0,132603.0,99501.0,73188.0,55627.0,65022.0,73081.0,49588.0,84150.0,100040.0,146640.0,1141906,EVER
755,2011,108115,121341.0,131176.0,92257.0,55073.0,52165.0,56712.0,52814.0,42787.0,54443.0,76578.0,90890.0,934351,EVER
756,2010,104491,112674.0,137350.0,91638.0,67704.0,46388.0,55954.0,52731.0,52433.0,64447.0,48242.0,81486.0,915538,EVER
757,2009,104251,107537.0,115054.0,93031.0,64156.0,48696.0,55364.0,51957.0,44519.0,54642.0,69927.0,91748.0,900882,EVER
758,2008,87123,111172.0,104390.0,82543.0,60147.0,50393.0,54174.0,44632.0,27457.0,43760.0,70884.0,85443.0,822118,EVER
759,2007,100546,102862.0,241397.0,101656.0,60350.0,48303.0,53336.0,49587.0,79819.0,81573.0,74858.0,80477.0,1074764,EVER
760,2006,90074,112603.0,115621.0,90708.0,55507.0,49018.0,54757.0,81053.0,74328.0,87878.0,62638.0,79837.0,954022,EVER
761,2005,125381,138049.0,236941.0,174997.0,92696.0,71094.0,71419.0,26747.0,44948.0,16674.0,128727.0,106164.0,1233837,EVER
762,2004,142612,160274.0,143197.0,70008.0,139849.0,135819.0,56238.0,59426.0,35407.0,66229.0,77465.0,94831.0,1181355,EVER
763,2003,116320,131014.0,135722.0,94008.0,68448.0,58174.0,64537.0,65496.0,55460.0,70974.0,81601.0,98894.0,1040648,EVER
764,2002,116699,123767.0,138066.0,90924.0,59925.0,46614.0,52050.0,51891.0,46264.0,82933.0,76566.0,83210.0,968909,EVER
765,2001,130610,159927.0,142544.0,105186.0,78059.0,63953.0,61905.0,52413.0,40968.0,54878.0,70801.0,88607.0,1049851,EVER
766,2000,109488,131302.0,127298.0,100648.0,81748.0,44130.0,41367.0,56499.0,58225.0,73489.0,83271.0,87925.0,995390,EVER
767,1999,118341,139935.0,145592.0,118254.0,82388.0,64672.0,68994.0,68676.0,58989.0,57213.0,73757.0,77171.0,1073982,EVER
768,1998,118179,128335.0,130692.0,105733.0,94166.0,66404.0,76686.0,82053.0,56280.0,72328.0,92830.0,94529.0,1118215,EVER
769,1997,102559,128164.0,132529.0,88382.0,72557.0,49464.0,55966.0,59598.0,45536.0,79997.0,85065.0,89715.0,989532,EVER
770,1996,65868,124372.0,110571.0,97373.0,71766.0,46886.0,51640.0,55346.0,51386.0,52018.0,73584.0,89357.0,890167,EVER
771,1995,93967,110040.0,110731.0,91298.0,67638.0,46409.0,52860.0,50107.0,50551.0,51712.0,57410.0,37743.0,820466,EVER
772,1994,103824,114850.0,121521.0,95785.0,65038.0,44801.0,51623.0,47314.0,47692.0,58634.0,64073.0,71300.0,886455,EVER
773,1993,106855,119887.0,121353.0,96384.0,76531.0,62341.0,66214.0,61743.0,51114.0,58058.0,67870.0,85356.0,973706,EVER
774,1992,142197,163917.0,158688.0,126842.0,100595.0,59923.0,70128.0,59786.0,7610.0,23820.0,30644.0,81536.0,1025686,EVER
775,1991,138817,149194.0,150641.0,110235.0,94660.0,68937.0,61878.0,71602.0,81298.0,86312.0,126458.0,151982.0,1292014,EVER
776,1990,122121,131994.0,132341.0,111298.0,46134.0,46676.0,49461.0,54334.0,44768.0,48656.0,75518.0,94624.0,957925,EVER
777,1989,127647,137603.0,133571.0,84281.0,39312.0,44556.0,49266.0,51713.0,38515.0,51415.0,69340.0,86153.0,913372,EVER
778,1988,133552,164724.0,155497.0,120486.0,61844.0,46557.0,48432.0,53154.0,41846.0,49613.0,60979.0,89504.0,1026188,EVER
779,1987,100672,107662.0,114552.0,84997.0,62830.0,38834.0,34629.0,37656.0,27660.0,34663.0,56210.0,87128.0,787493,EVER
780,1986,93007,112967.0,120713.0,98993.0,51024.0,25271.0,25510.0,31136.0,25685.0,32164.0,52037.0,70565.0,739072,EVER
781,1985,87719,110139.0,109046.0,76131.0,41505.0,34807.0,26379.0,28732.0,24205.0,30487.0,52152.0,76344.0,697646,EVER
782,1984,78179,92958.0,97997.0,71594.0,36831.0,22900.0,26928.0,28283.0,26494.0,33688.0,47202.0,65604.0,628658,EVER
783,1983,72105,79968.0,84433.0,59209.0,44570.0,27576.0,30348.0,26189.0,23056.0,28780.0,40683.0,60522.0,577439,EVER
784,1982,69165,81665.0,81796.0,56259.0,31248.0,18985.0,23111.0,29049.0,25022.0,33944.0,34009.0,65915.0,550168,EVER
785,1981,73845,75996.0,93947.0,63246.0,37226.0,23647.0,25168.0,28262.0,21493.0,29005.0,32084.0,60802.0,564721,EVER
786,1980,92517,96585.0,101797.0,80500.0,53627.0,37721.0,45665.0,47624.0,34889.0,47387.0,37498.0,68434.0,744244,EVER
787,1979,94405,145610.0,75386.0,67932.0,38994.0,26589.0,42045.0,59536.0,20699.0,34949.0,41571.0,70386.0,718102,EVER
788,2018,0,148.0,222.0,215.0,452.0,2454.0,3925.0,4459.0,2114.0,207.0,164.0,119.0,14479,LACL
789,2017,171,233.0,348.0,336.0,660.0,3992.0,6336.0,6764.0,3148.0,264.0,258.0,245.0,22755,LACL
790,2016,147,203.0,309.0,298.0,596.0,3647.0,5982.0,6188.0,2989.0,301.0,227.0,215.0,21102,LACL
791,2015,134,185.0,281.0,275.0,502.0,3336.0,5296.0,5031.0,2112.0,263.0,207.0,196.0,17818,LACL
792,2014,131,183.0,279.0,263.0,494.0,2581.0,4925.0,4711.0,1969.0,202.0,176.0,186.0,16100,LACL
793,2013,135,230.0,300.0,310.0,565.0,1980.0,3023.0,3492.0,2003.0,521.0,216.0,225.0,13000,LACL
794,2012,120,205.0,245.0,280.0,765.0,1802.0,2846.0,3533.0,1501.0,65.0,145.0,132.0,11639,LACL
795,2011,175,160.0,220.0,235.0,645.0,425.0,1642.0,795.0,161.0,400.0,150.0,150.0,5158,LACL
796,2010,80,120.0,175.0,165.0,600.0,1588.0,2309.0,2580.0,1564.0,450.0,150.0,150.0,9931,LACL
797,2009,153,160.0,197.0,175.0,525.0,1687.0,2024.0,2430.0,1625.0,450.0,135.0,150.0,9711,LACL
798,2008,140,140.0,185.0,170.0,244.0,730.0,1255.0,1270.0,1210.0,1158.0,150.0,150.0,6802,LACL
799,2007,165,145.0,175.0,160.0,225.0,735.0,1240.0,1205.0,974.0,230.0,150.0,145.0,5549,LACL
800,2006,130,145.0,180.0,175.0,220.0,895.0,1075.0,1010.0,970.0,225.0,140.0,155.0,5320,LACL
801,2005,145,160.0,180.0,160.0,200.0,1023.0,1100.0,990.0,980.0,220.0,125.0,125.0,5408,LACL
802,2004,210,175.0,180.0,156.0,200.0,980.0,900.0,875.0,710.0,220.0,125.0,175.0,4906,LACL
803,2003,115,150.0,150.0,120.0,200.0,960.0,850.0,750.0,620.0,220.0,180.0,190.0,4505,LACL
804,2002,175,150.0,150.0,150.0,250.0,960.0,775.0,775.0,420.0,220.0,150.0,150.0,4325,LACL
805,2001,180,180.0,150.0,150.0,250.0,954.0,791.0,787.0,445.0,210.0,150.0,150.0,4397,LACL
